en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Unused	未使用	미사용	未使用	未使用	Unused	Sin usar	Non utilisé	Inutilizzato	Unused	Não usado	Не используется	Kullanılmıyor
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Lead Medal	鉛のメダル	납 메달	铅制奖牌	鉛製獎牌	Bleimedaille	Medalla de plomo	Médaille de plomb	Medaglia piombo	Ołowiany medal	Medalha de Chumbo	Свинцовая медаль	Kurşun Madalya
Steel Medal	鋼のメダル	강철 메달	钢制奖牌	鋼製獎牌	Stahlmedaille	Medalla de acero	Médaille d'acier	Medaglia acciaio	Stalowy medal	Medalha de Aço	Стальная медаль	Çelik Madalya
Bronze Medal	ブロンズメダル	브론즈 메달	青铜奖牌	青銅獎牌	Bronzemedaille	Medalla de bronce	Médaille de bronze	Medaglia bronzo	Brązowy medal	Medalha de Bronze	Бронзовая медаль	Bronz Madalya
Silver Medal	シルバーメダル	실버 메달	白银奖牌	白銀獎牌	Silbermedaille	Medalla de plata	Médaille d'argent	Medaglia argento	Srebrny medal	Medalha de Prata	Серебряная медаль	Gümüş Madalya
Gold Medal	ゴールドメダル	골드 메달	黄金奖牌	黃金獎牌	Goldmedaille	Medalla de oro	Médaille d'or	Medaglia oro	Złoty medal	Medalha de Ouro	Золотая медаль	Altın Madalya
Platinum Medal	プラチナメダル	플래티나 메달	白金奖牌	白金獎牌	Platinmedaille	Medalla de platino	Médaille de platine	Medaglia platino	Platynowy medal	Medalha de Platina	Платиновая медаль	Platin Madalya
Bloody Button	血濡れたボタン	피에 젖은 단추	染血的纽扣	染血的鈕扣	Blutiger Knopf	Botón sangriento	Bouton ensanglanté	Bottone sanguigno	Krwawy guzik	Botão Ensanguentado	Окровавленная пуговица	Kanlı Düğme
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Unused	未使用	미사용	未使用	未使用	Unused	Sin usar	Non utilisé	Inutilizzato	Unused	Não usado	Не используется	Kullanılmıyor
Unused	未使用	미사용	未使用	未使用	Unused	Sin usar	Non utilisé	Inutilizzato	Unused	Não usado	Не используется	Kullanılmıyor
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Shaft Fragment	回転機軸の破片	회전축 파편	机械转轴的碎片	迴轉軸的碎片	Schaftfragment	Fragmento de eje	Fragment de tige	Frammento di asta	Fragment trzonka	Fragmento de Eixo	Фрагмент трубы	Şaft Parçası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Worldly Coin	世俗の金貨	세속의 금화	世俗之金币	世俗金幣	Profane Münze	Moneda mundanal	Pièce du monde	Moneta terrena	Ziemska moneta	Moeda Mundana	Монета мира	Dünyevi Madeni Para
Odd Coin	奇顔の金貨	기안의 금화	奇颜之金币	奇顏金幣	Seltsame Münze	Moneda rara	Pièce étrange	Moneta strana	Dziwna moneta	Moeda Falsa	Странная монета	Tuhaf Madeni Para
Rustic Coin	無骨の金貨	무골의 금화	鄙俗之金币	庸俗金幣	Rostige Münze	Moneda rústica	Pièce rustique	Moneta grezza	Prosta moneta	Moeda Rústica	Простая монета	Gösterişsiz Madeni Para
Sumptuous Coin	豪著の金貨	호사의 금화	奢豪之金币	豪奢金幣	Prachtmünze	Moneda fastuosa	Pièce somptueuse	Moneta sontuosa	Okazała moneta	Moeda Suntuosa	Дорогая монета	Şatafatlı Madeni Para
Scintillating Coin	焦炎の金貨	초염의 금화	焦炎之金币	焦炎金幣	Schillernde Münze	Moneda centelleante	Pièce scintillante	Moneta scintillante	Błyszcząca moneta	Moeda Cintilante	Блестящая монета	Göz Kamaştırıcı Madeni Para
Melancholic Coin	憂鬱の金貨	우울의 금화	忧郁之金币	憂鬱金幣	Melancholiemünze	Moneda melancólica	Pièce mélancolique	Moneta malinconica	Melancholijna moneta	Moeda Melancólica	Скорбная монета	Melankolik Madeni Para
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amethyst	アメジスト	애미시스트	紫水晶	紫水晶	Amethyst	Amatista	Améthyste	Ametista	Ametyst	Ametista	Аметист	Ametist
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Emerald	エメラルド	에메랄드	祖母绿	祖母綠	Smaragd	Esmeralda	Émeraude	Smeraldo	Szmaragd	Esmeralda	Изумруд	Zümrüt
Onyx	オニキス	오닉스	缟玛瑙	縞瑪瑙	Onyx	Ónice	Onyx	Onice	Onyks	Ônix	Оникс	Oniks
Opal	オパール	오팔	蛋白石	蛋白石	Opal	Ópalo	Opale	Opale	Opal	Opala	Опал	Opal
Garnet	ガーネット	가넷	石榴石	石榴石	Granat	Granate	Grenat	Granato	Granat	Granada	Гранат	Lal Taşı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Diamond	ダイヤモンド	다이아몬드	钻石	鑽石	Diamant	Diamante	Diamant	Diamante	Diament	Diamante	Бриллиант	Elmas
Turquoise	ターコイズ	튀르쿠아즈	绿松石	綠松石	Türkis	Turquesa	Turquoise	Turchese	Turkus	Turquesa	Бирюза	Turkuaz
Topaz	トパーズ	토파즈	黄玉	黃寶石	Topaz	Topacio	Topaze	Topazio	Topaz	Topázio	Топаз	Topaz
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Ruby	ルビー	루비	红宝石	紅寶石	Rubin	Rubí	Rubis	Rubino	Rubin	Rubi	Рубин	Yakut
Malachite	マラカイト	말라카이트	孔雀石	孔雀石	Malachit	Malaquita	Malachite	Malachite	Malachit	Malaquita	Малахит	Malakit
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Black Quartz	ブラッククォーツ	블랙 쿼츠	黑水晶	黑石英	Schwarzquarz	Cuarzo negro	Quartz noir	Quarzite nera	Czarny kwarc	Quartzo Negro	Черный кварц	Siyah Kuvars
Silver Quartz	シルバークォーツ	실버 쿼츠	银水晶	銀石英	Silberquarz	Cuarzo plateado	Quartz argent	Quarzite argentea	Srebrny kwarc	Quartzo Prateado	Серебристый кварц	Gümüş Kuvars
Gold Quartz	ゴールドクォーツ	골드 쿼츠	金水晶	金石英	Goldquarz	Cuarzo dorado	Quartz or	Quarzite dorata	Złoty kwarc	Quartzo Dourado	Золотистый кварц	Altın Kuvars
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Black Sword	黒の剣	검은 검	黑之剑	黑劍	Schwarzschwert	Espada negra	Épée noire	Spada nera	Czarny miecz	Espada Preta	Черный меч	Siyah Kılıç
Quality Nihil Blade	無の上刃	무의 상인	无之上刃	無之高級刃	Hochwertige Nihil-Klinge	Filo Nihil de calidad	Bonne lame du néant	Lama Nihil pregiata	Ostrze Nihil wysokiej jakości	Lâmina Nihil Boa	Хороший клинок небыли	Nitelikli Hiçlik Kılıcı
Prime Nihil Blade	無の極上刃	무의 극상인	无之极上刃	無之頂級刃	Erstklassige Nihil-Klinge	Filo Nihil excelente	Lame du néant premium	Lama Nihil eccellente	Ostrze Nihil doskonałej jakości	Lâmina Nihil Superior	Отличный клинок небыли	Has Hiçlik Kılıcı
Nihil Cloth	無の防布	무의 방포	无之防布	無之防布	Nihil-Kleidung	Tela Nihil	Tissu du néant	Tessuto Nihil	Tkanina Nihil	Tecido Nihil	Ткань небыли	Hiçlik Kumaşı
Quality Nihil Cloth	無の上防布	무의 상방포	无之上防布	無之高級防布	Hochwertige Nihil-Kleidung	Tela Nihil de calidad	Bon tissu du néant	Tessuto Nihil pregiato	Tkanina Nihil wysokiej jakości	Tecido Nihil Bom	Хорошая ткань небыли	Nitelikli Hiçlik Kumaşı
Prime Nihil Cloth	無の極上防布	무의 극상방포	无之极上防布	無之頂級防布	Erstklassige Nihil-Kleidung	Tela Nihil excelente	Tissu du néant premium	Tessuto Nihil eccellente	Tkanina Nihil doskonałej jakości	Tecido Nihil Superior	Отличная ткань небыли	Has Hiçlik Kumaşı
Nihil Ore	無の原石	무의 원석	无之原石	無之原石	Nihil-Erz	Mineral Nihil	Minerai du néant	Minerale Nihil	Ruda Nihil	Minério Nihil	Руда небыли	Hiçlik Cevheri
Quality Nihil Ore	無の上原石	무의 상원석	无之上原石	無之高級原石	Hochwertiges Nihil-Erz	Mineral Nihil de calidad	Bon minerai du néant	Minerale Nihil pregiato	Ruda Nihil wysokiej jakości	Minério Nihil Bom	Хорошая руда небыли	Nitelikli Hiçlik Cevheri
Prime Nihil Ore	無の極上原石	무의 극상원석	无之极上原石	無之頂級原石	Erstklassiges Nihil-Erz	Mineral Nihil excelente	Minerai néant premium	Minerale Nihil eccellente	Ruda Nihil doskonałej jakości	Minério Nihil Superior	Отличная руда небыли	Has Hiçlik Cevheri
Ergotite Shard	エルゴタイトの欠片	에르고타이트 파편	人因矿晶的碎片	人研所合金碎片	Ergotit-Splitter	Esquirla de ergotita	Fragment d'ergotite	Scheggia di ergotite	Odłamek ergotytu	Lasca de Ergotita	Осколок эрготита	Ergotit Parçacık
Ergotite Chunk	エルゴタイトの塊	에르고타이트 덩어리	人因矿晶块	人研所合金塊	Ergotit-Brocken	Fragmento de ergotita	Morceau d'ergotite	Pezzo di ergotite	Kawałek ergotytu	Naco de Ergotita	Кусок эрготита	Ergotit Yığın
Nihil Black Model	無の黒元型	무의 흑원형	无之黑元型	無之黑原型	Schwarzes Nihil-Modell	Modelo negro Nihil	Modèle du néant noir	Modello Nihil nero	Nihil – czarny model	Modelo Preto Nihil	Черная модель небыли	Siyah Hiçlik Modeli
Nihil White Model	無の白元型	무의 백원형	无之白元型	無之白原型	Weißes Nihil-Modell	Modelo blanco Nihil	Modèle du néant blanc	Modello Nihil bianco	Nihil – biały model	Modelo Branco Nihil	Белая модель небыли	Beyaz Hiçlik Modeli
Nihil Blade	無の刃	무의 칼날	无之刃	無之刃	Nihil-Klinge	Hoja Nihil	Lame du néant	Lama Nihil	Ostrze Nihil	Lâmina Nihil	Клинок небыли	Hiçlik Kılıcı
AS Generic Material	ＡＳ汎用マテリアル	AS 범용 머티리얼	ＡＳ通用材料	ＡＳ泛用材料	AS Generisches Material	Material genérico AS	AS Generic Material	Materiale generico AS	Zwykły materiał AR	Material Genérico AS	Базовый материал	Genel Malzeme
AS Refined Material	ＡＳ強化マテリアル	AS 강화 머티리얼	ＡＳ强化材料	ＡＳ強化材料	AS Raffiniertes Material	Material refinado AS	Matériau raffiné AS	Materiale raffinato AS	Ulepszony materiał AR	Material Refinado AS	Улучшенный материал	İşlenmiş Malzeme
Dead Moon's Husk	昏き月の亡骸	어두운 달의 유해	晦暗之月的亡骸	昏月亡骸	Totmondhülse	Cáscara de la Luna muerta	Cocon de la lune morte	Guscio della luna morta	Łupina martwego księżyca	Carcaça da Lua Morta	Пустая оболочка луны	Ölü Ay'ın Kabuğu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Jacktite	ジャックタイト	잭 타이트	杰克矿晶	傑克晶石	Jacktite	Jacktite	Jacktite	Jacktite	Jacktite	Jacktita	Джектит	Jacktite
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Black Frostite	ジャアクタイト	사악 타이트	邪恶矿晶	邪惡晶石	Black Frostite	Frostite negro	Black Frost	Frostnerite	Czarny Frostite	Black Frostita	Чернофростит	Kara Frostite
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Fetching Hero's Comb	美麗英雄の櫛	아름다운 영웅의 빗	美丽英雄的梳子	美麗英雄髮梳	Hundekamm	Peine del héroe atractivo	Peigne héros de drague	Spazzola dell'eroe da riporto	Wartościowy grzebień bohatera	Pente do Herói Belo	Гребень неотразимого героя	Alımlı Kahraman Tarağı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Unholy Wooden Doll	穢れた木偶人形	더러워진 목각 인형	污秽的木偶	不祥的木偶娃娃	Unheilige Holzpuppe	Muñeca de madera profana	Poupée en bois impie	Bambola di legno blasfema	Nieświęta drewniana lalka	Boneca Profana	Нечистая деревянная кукла	Kötü Ruhlu Tahta Bebek
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Múspell Rock	ムスペルロック	무스펠록	穆斯贝尔之石	穆斯貝爾岩石	Múspell-Stein	Piedra Múspell	Múspell Rock	Roccia Múspell	Skała z Muspelu	Pedra de Múspell	Камень Муспель	Múspell Kayası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Mask of Cowardice	臆病の仮面	두려움의 가면	懦弱之面具	怯懦的面具	Maske der Feigheit	Máscara de la cobardía	Masque de lâcheté	Maschera della codardia	Maska tchórzostwa	Máscara da Covardia	Маска трусости	Korkaklık Maskesi
Mask of Cruelty	残酷の仮面	잔혹의 가면	残酷之面具	殘酷的面具	Maske der Grausamkeit	Máscara de la crueldad	Masque de cruauté	Maschera della crudeltà	Maska okrucieństwa	Máscara da Crueldade	Маска жестокости	Zalimlik Maskesi
Mask of Vanity	虚栄の仮面	허영의 가면	虚荣之面具	虛榮的面具	Maske der Eitelkeit	Máscara de la vanidad	Masque de vanité	Maschera della vanità	Maska próżności	Máscara da Vaidade	Маска праздности	Kibir Maskesi
Mask of Pride	傲慢の仮面	오만의 가면	傲慢之面具	傲慢的面具	Maske des Stolzes	Máscara del orgullo	Masque d'orgueil	Maschera dell'orgoglio	Maska dumy	Máscara do Orgulho	Маска гордыни	Gurur Maskesi
Mask of Sloth	怠惰の仮面	나태의 가면	怠惰之面具	怠惰的面具	Maske der Trägheit	Máscara de la pereza	Masque de paresse	Maschera dell'accidia	Maska lenistwa	Máscara da Preguiça	Маска лени	Tembellik Maskesi
Mask of Betrayal	裏切りの仮面	배신의 가면	背叛之面具	背叛的面具	Maske des Betrugs	Máscara de la traición	Masque de trahison	Maschera del tradimento	Maska zdrady	Máscara da Traição	Маска предательства	İhanet Maskesi
Mask of Concession	挫折の仮面	좌절의 가면	挫折之面具	挫折的面具	Maske der Nachgiebigkeit	Máscara de la concesión	Masque de concession	Maschera della concessione	Maska ustępstwa	Máscara da Concessão	Маска слабоволия	Taviz Maskesi
Mask of Prejudice	偏見の仮面	편견의 가면	偏见之面具	偏見的面具	Maske des Vorurteils	Máscara del prejuicio	Masque de préjugé	Maschera del pregiudizio	Maska uprzedzenia	Máscara do Preconceito	Маска предвзятости	Ön Yargı Maskesi
Mask of Greed	貪欲の仮面	탐욕의 가면	贪婪之面具	貪欲的面具	Maske der Gier	Máscara de la avaricia	Masque de cupidité	Maschera dell'avarizia	Maska chciwości	Máscara da Ganância	Маска алчности	Açgözlülük Maskesi
Mask of Folly	誤算の仮面	오산의 가면	失算之面具	誤算的面具	Maske der Torheit	Máscara de la insensatez	Masque de folie	Maschera della follia	Maska głupoty	Máscara da Loucura	Маска безумия	Akılsızlık Maskesi
Mask of Reality	本性の仮面	본성의 가면	本性之面具	本性的面具	Maske der Realität	Máscara de la realidad	Masque de réalité	Maschera della realtà	Maska rzeczywistości	Máscara da Realidade	Маска реальности	Gerçeklik Maskesi
Mask of Sacrifice	犠牲の仮面	희생의 가면	牺牲之面具	犧牲的面具	Maske der Opfergabe	Máscara del sacrificio	Masque de sacrifice	Maschera del sacrificio	Maska poświęcenia	Máscara do Sacrifício	Маска жертвенности	Fedakarlık Maskesi
Hellish Bowtie	魔境の襟飾り	마경의 장식	魔境之领饰	魔境的首飾	Höllische Fliege	Pajarita infernal	Nœud papillon infernal	Cravattino infernale	Piekielna muszka	Gravata Diabólica	Адский галстук-бабочка	Korkunç Papyon
Dancer's Necklace	演舞の襟飾り	연무의 장식	演舞之领饰	演舞的首飾	Tänzer-Halskette	Collar de bailarín	Collier du danseur	Collana della ballerina	Naszyjnik tancerza	Colar da Dançarina	Ожерелье танцора	Dansçının Kolyesi
Assailant's Choker	凶手の襟飾り	흉수의 장식	凶手之领饰	凶手的首飾	Angreifer-Halsband	Gargantilla agresora	Ras-de-cou d'assaillant	Collana dell'aggressore	Choker napastnika	Coleira do Agressor	Бархатка налетчика	Saldırganın Tasma Kolyesi
Divine Adornment	神格の襟飾り	신격의 장식	神格之领饰	神格的首飾	Himmlische Verzierung	Adorno divino	Parure divine	Ornamento divino	Boska ozdoba	Adorno Divino	Божественное украшение	İlahi Süs
Iron Cutlery	鉄のカトラリー	쇠 커틀러리	铁制餐具	鐵製餐具	Eisenbesteck	Cubertería de hierro	Couvert en fer	Posate di ferro	Żelazne sztućce	Talheres de Ferro	Железные приборы	Demir Çatal Bıçak Takımı
Bronze Cutlery	銅のカトラリー	동 커틀러리	铜制餐具	銅製餐具	Bronzebesteck	Cubertería de bronce	Couvert en bronze	Posate di bronzo	Sztućce z brązu	Talheres de Bronze	Бронзовые приборы	Bronz Çatal Bıçak Takımı
Silver Cutlery	銀のカトラリー	은 커틀러리	银制餐具	銀製餐具	Silberbesteck	Cubertería de plata	Couvert en argent	Posate d'argento	Srebrne sztućce	Talheres de Prata	Серебряные приборы	Gümüş Çatal Bıçak Takımı
Platinum Cutlery	白金のカトラリー	백금 커틀러리	白金餐具	白金餐具	Platinbesteck	Cubertería de platino	Couvert en platine	Posate di platino	Platynowe sztućce	Talheres de Platina	Платиновые приборы	Platin Çatal Bıçak Takımı
