Slash	Strike	Pierce	Fire	Ice	Electric	Wind	Almighty	Holy	Dark	Charm	Poison	Distress	Confuse	Fear	Rage	Heal	Support	Special
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	256	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	4096	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	20	20	20	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
4096	20	20	20	20	2048	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	256	20	1024	20	20	2048	20	256	20	20	20	20	20	20	20	20	20	20
20	20	256	20	2048	20	20	20	256	20	20	20	20	20	20	20	20	20	20
4096	4096	4096	256	20	20	512	20	2048	2048	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	256	20	4096	4096	20	20	20	20	20	20	20	20	20
2048	20	4096	20	1024	2048	20	20	256	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	256	256	20	20	20	20	20	20	20	20	20
1024	1024	20	256	2048	20	20	20	2048	1024	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20	20	20
512	2048	512	20	2048	20	20	20	4096	2048	20	20	20	20	20	20	20	20	20
20	4096	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	2048	512	20	20	20	20	20	20	20	20	20
512	512	20	2048	256	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	256	20	20	2048	20	20	4096	20	20	20	20	20	20	20	20	20
2048	20	20	256	20	20	20	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	4096	20	512	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	4096	4096	2048	20	512	20	20	20	20	20	20	20	20	20	20
20	20	4096	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	256	256	20	20	1024	2048	20	20	20	20	20	20	20	20	20
4096	20	20	1024	2048	256	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	4096	256	20	2048	20	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	4096	20	20	4096	2048	20	20	20	20	20	20	20	20	20
20	20	20	256	20	512	2048	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	1024	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	4096	20	4096	20	20	20	20	2048	256	20	20	20	20	20	20	20	20	20
20	4096	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	256	20	20	4096	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	4096	20	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	1024	2048	20	20	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	2048	20	20	20	2048	20	20	20	20	20	20	20	20	20
4096	4096	4096	4096	4096	4096	4096	20	4096	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	20	256	20	20	4096	20	20	20	20	20	20	20	20	20
2048	20	20	4096	20	20	4096	20	2048	20	20	20	20	20	20	20	20	20	20
512	20	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	256	20	20	20	1024	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	20	20	20	20	256	20	20	20	20	20	20	20	20	20
20	20	20	20	1024	20	2048	20	256	2048	20	20	20	20	20	20	20	20	20
4096	4096	20	4096	2048	2048	4096	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	4096	2048	4096	20	20	20	4096	2048	20	20	20	20	20	20	20	20	20
20	20	2048	4096	4096	20	20	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	4096	20	4096	20	20	20	20	20	20	20	20	20	20
20	4096	20	4096	20	20	20	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	4096	256	2048	20	20	4096	20	20	20	20	20	20	20	20	20	20
512	20	512	20	20	20	2048	20	2048	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	1024	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	4096	20	2048	4096	512	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	1024	20	20	256	20	2048	4096	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	4096	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	1024	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	4096	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	256	20	4096	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	4096	4096	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	512	20	20	256	20	20	20	20	20	20	20	20	20	20
20	2048	20	4096	4096	4096	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	2048	512	20	20	20	20	2048	1024	20	20	20	20	20	20	20	20	20
20	20	20	4096	512	20	2048	20	20	1024	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	1024	2048	20	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	4096	256	2048	20	20	256	20	20	20	20	20	20	20	20	20
20	20	20	20	256	2048	20	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	2048	20	20	1024	20	20	256	20	20	20	20	20	20	20	20	20	20
256	20	20	20	20	4096	20	20	512	2048	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	2048	256	20	20	20	20	20	20	20	20	20	20	20	20
256	4096	20	20	20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	4096	20	2048	256	20	20	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	256	20	2048	1024	20	20	256	20	20	20	20	20	20	20	20	20	20
20	512	256	2048	20	20	2048	20	4096	4096	20	20	20	20	20	20	20	20	20
4096	20	20	2048	512	20	20	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	20	256	1024	20	20	20	2048	512	20	20	20	20	20	20	20	20	20
20	20	2048	4096	4096	2048	1024	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20
4096	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	256	2048	256	20	4096	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	1024	20	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	512	2048	20	20	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	512	20	20	2048	256	20	2048	20	20	20	20	20	20	20	20	20	20
4096	4096	20	2048	20	20	2048	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	1024	2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	256	2048	20	20	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	4096	2048	20	256	20	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	512	2048	20	20	20	2048	4096	20	20	20	20	20	20	20	20	20
20	4096	20	20	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	2048	20	256	20	20	20	20	512	2048	20	20	20	20	20	20	20	20	20
20	4096	20	4096	2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20
4096	20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	4096	4096	20	4096	20	20	2048	2048	20	20	20	20	20	20	20	20	20
20	20	20	4096	4096	4096	4096	20	2048	512	20	20	20	20	20	20	20	20	20
4096	20	20	20	20	256	20	20	4096	2048	20	20	20	20	20	20	20	20	20
256	20	4096	2048	20	20	20	20	20	1024	20	20	20	20	20	20	20	20	20
20	4096	20	20	20	512	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	4096	20	20	20	20	20	20	20	20	20	20
2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	2048	20	20	20	256	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	256	20	20	20	256	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	4096	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	256	20	2048	20	512	256	20	20	20	20	20	20	20	20	20
20	2048	20	20	20	4096	20	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	4096	2048	20	256	20	20	20	20	20	20	20	20	20	20	20	20	20
2048	20	20	20	4096	4096	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	4096	20	256	256	2048	20	2048	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	256	20	4096	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	4096	2048	20	256	256	20	20	20	20	20	20	20	20	20
20	20	20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	512	20	20	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	256	512	2048	1024	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	4096	4096	20	2048	512	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	256	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	512	2048	256	20	2048	4096	20	20	20	20	20	20	20	20	20
4096	20	20	4096	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	20	2048	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	20	1024	2048	20	20	1024	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	256	2048	20	256	20	20	20	20	20	20	20	20	20	20
20	20	4096	20	20	20	4096	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20	20
20	4096	2048	2048	20	4096	20	20	2048	256	20	20	20	20	20	20	20	20	20
20	256	20	256	2048	20	20	20	4096	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	512	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	20	2048	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	4096	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
256	4096	20	20	20	4096	20	20	20	2048	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	20	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	20	20	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	4096	20	2048	512	20	20	20	20	20	20	20	20	20
20	4096	4096	20	4096	4096	20	20	2048	4096	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	2048	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	512	20	20	512	20	2048	20	20	20	20	20	20	20	20	20	20
20	256	20	2048	20	256	256	20	2048	512	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	4096	20	20	2048	1024	20	20	20	20	20	20	20	20	20
20	20	2048	1024	4096	2048	256	20	1024	20	20	20	20	20	20	20	20	20	20
20	20	20	20	4096	256	20	20	512	2048	20	20	20	20	20	20	20	20	20
20	20	20	4096	2048	20	20	20	256	512	20	20	20	20	20	20	20	20	20
20	1024	20	1024	2048	20	20	20	2048	1024	20	20	20	20	20	20	20	20	20
20	256	20	2048	20	512	2048	20	20	256	20	20	20	20	20	20	20	20	20
4096	4096	4096	20	20	2048	20	20	512	4096	20	20	20	20	20	20	20	20	20
20	4096	20	1024	2048	4096	2048	20	2048	256	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	256	20	20	512	20	20	20	20	20	20	20	20	20
4096	20	4096	20	20	20	2048	20	512	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	256	20	20	20	256	20	20	20	20	20	20	20	20	20
20	20	20	20	256	2048	20	20	256	20	20	20	20	20	20	20	20	20	20
4096	20	20	1024	20	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	4096	4096	4096	20	512	512	20	20	20	20	20	20	20	20	20
20	20	20	512	4096	2048	512	20	512	2048	20	20	20	20	20	20	20	20	20
20	512	20	20	20	20	2048	20	512	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	20	256	20	20	20	20	20	20	20	20	20
20	20	2048	4096	2048	512	256	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	256	2048	20	20	512	20	20	20	20	20	20	20	20	20
20	20	4096	2048	256	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	2048	20	4096	20	256	20	20	20	20	20	20	20	20	20	20
2048	20	20	20	256	256	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	256	20	2048	20	256	2048	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	4096	20	20	4096	2048	20	20	20	20	20	20	20	20	20
4096	20	4096	20	20	20	2048	20	2048	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	20	20	256	20	20	20	20	20	20	20	20	20	20
20	20	20	20	4096	2048	256	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	20	2048	256	20	256	2048	20	20	20	20	20	20	20	20	20
20	2048	20	256	20	4096	20	20	20	4096	20	20	20	20	20	20	20	20	20
20	512	20	4096	2048	2048	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	4096	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	4096	1024	20	20	20	256	20	20	20	20	20	20	20	20	20
20	20	20	20	20	4096	20	20	2048	4096	20	20	20	20	20	20	20	20	20
20	20	20	1024	20	1024	20	20	20	512	20	20	20	20	20	20	20	20	20
4096	4096	4096	20	2048	20	20	20	1024	1024	20	20	20	20	20	20	20	20	20
4096	4096	2048	4096	20	20	20	20	2048	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	4096	20	20	2048	4096	20	20	20	20	20	20	20	20	20
20	20	20	2048	256	20	1024	20	20	4096	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
